Vial,Site,Field,Plot,Treatment,Season,Taxa,Density
FallonF4P1Full,Fallon,2,1,Full,Spring,Ichneumonidae,17
FallonF4P1Full,Fallon,2,1,Full,Spring,Acyrthosiphon,198
FallonF4P1Full,Fallon,2,1,Full,Spring,Aphis,0
FallonF4P1Full,Fallon,2,1,Full,Spring,Therioaphis,1
FallonF4P1Full,Fallon,2,1,Full,Spring,Lygus,0
FallonF4P1Full,Fallon,2,1,Full,Spring,Thysanoptera,4
FallonF4P1Full,Fallon,2,1,Full,Spring,Other,29
FallonF4P1Full,Fallon,2,1,Full,Spring,AllAph,199
FallonF4P1Full,Fallon,2,1,Full,Spring,NonAcy,1
FallonF4P2Control,Fallon,2,2,Control,Spring,Arachnida,0
FallonF4P2Control,Fallon,2,2,Control,Spring,Nabis,0
FallonF4P2Control,Fallon,2,2,Control,Spring,Geocoris,5
FallonF4P2Control,Fallon,2,2,Control,Spring,Anthocoridae,4
FallonF4P2Control,Fallon,2,2,Control,Spring,Coccinellidae,0
FallonF4P2Control,Fallon,2,2,Control,Spring,Ichneumonidae,7
FallonF4P2Control,Fallon,2,2,Control,Spring,Acyrthosiphon,61
FallonF4P2Control,Fallon,2,2,Control,Spring,Aphis,2
FallonF4P2Control,Fallon,2,2,Control,Spring,Therioaphis,2
FallonF4P2Control,Fallon,2,2,Control,Spring,Lygus,0
FallonF4P2Control,Fallon,2,2,Control,Spring,Thysanoptera,5
FallonF4P2Control,Fallon,2,2,Control,Spring,Other,17
FallonF4P2Control,Fallon,2,2,Control,Spring,AllAph,65
FallonF4P2Control,Fallon,2,2,Control,Spring,NonAcy,4
YF1P2CONTROL,Yerington,1,2,Control,Spring,Arachnida,3
YF1P2CONTROL,Yerington,1,2,Control,Spring,Nabis,0
YF1P2CONTROL,Yerington,1,2,Control,Spring,Geocoris,6
YF1P2CONTROL,Yerington,1,2,Control,Spring,Anthocoridae,5
YF1P2CONTROL,Yerington,1,2,Control,Spring,Coccinellidae,1
YF1P2CONTROL,Yerington,1,2,Control,Spring,Ichneumonidae,77
YF1P2CONTROL,Yerington,1,2,Control,Spring,Acyrthosiphon,3
YF1P2CONTROL,Yerington,1,2,Control,Spring,Aphis,0
YF1P2CONTROL,Yerington,1,2,Control,Spring,Therioaphis,0
YF1P2CONTROL,Yerington,1,2,Control,Spring,Lygus,19
YF1P2CONTROL,Yerington,1,2,Control,Spring,Thysanoptera,140
YF1P2CONTROL,Yerington,1,2,Control,Spring,Other,129
YF1P2CONTROL,Yerington,1,2,Control,Spring,AllAph,3
YF1P2CONTROL,Yerington,1,2,Control,Spring,NonAcy,0
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Arachnida,1
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Nabis,0
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Geocoris,6
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Anthocoridae,4
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Coccinellidae,0
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Ichneumonidae,18
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Acyrthosiphon,100
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Aphis,0
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Therioaphis,3
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Lygus,0
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Thysanoptera,0
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,Other,24
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,AllAph,103
FallonF4P2SHAM,Fallon,2,2,Sham,Spring,NonAcy,3
YF3P3Control,Yerington,3,3,Control,Spring,Arachnida,1
YF3P3Control,Yerington,3,3,Control,Spring,Nabis,0
YF3P3Control,Yerington,3,3,Control,Spring,Geocoris,5
YF3P3Control,Yerington,3,3,Control,Spring,Anthocoridae,3
YF3P3Control,Yerington,3,3,Control,Spring,Coccinellidae,2
YF3P3Control,Yerington,3,3,Control,Spring,Ichneumonidae,7
YF3P3Control,Yerington,3,3,Control,Spring,Acyrthosiphon,12
YF3P3Control,Yerington,3,3,Control,Spring,Aphis,0
YF3P3Control,Yerington,3,3,Control,Spring,Therioaphis,0
YF3P3Control,Yerington,3,3,Control,Spring,Lygus,12
YF3P3Control,Yerington,3,3,Control,Spring,Thysanoptera,93
YF3P3Control,Yerington,3,3,Control,Spring,Other,38
YF3P3Control,Yerington,3,3,Control,Spring,AllAph,12
YF3P3Control,Yerington,3,3,Control,Spring,NonAcy,0
YF1P1Control,Yerington,1,1,Control,Spring,Arachnida,1
YF1P1Control,Yerington,1,1,Control,Spring,Nabis,2
YF1P1Control,Yerington,1,1,Control,Spring,Geocoris,5
YF1P1Control,Yerington,1,1,Control,Spring,Anthocoridae,29
YF1P1Control,Yerington,1,1,Control,Spring,Coccinellidae,0
YF1P1Control,Yerington,1,1,Control,Spring,Ichneumonidae,15
YF1P1Control,Yerington,1,1,Control,Spring,Acyrthosiphon,20
YF1P1Control,Yerington,1,1,Control,Spring,Aphis,0
YF1P1Control,Yerington,1,1,Control,Spring,Therioaphis,0
YF1P1Control,Yerington,1,1,Control,Spring,Lygus,19
YF1P1Control,Yerington,1,1,Control,Spring,Thysanoptera,82
YF1P1Control,Yerington,1,1,Control,Spring,Other,12
YF1P1Control,Yerington,1,1,Control,Spring,AllAph,20
YF1P1Control,Yerington,1,1,Control,Spring,NonAcy,0
YF1P1Mock,Yerington,1,1,Sham,Spring,Arachnida,6
YF1P1Mock,Yerington,1,1,Sham,Spring,Nabis,1
YF1P1Mock,Yerington,1,1,Sham,Spring,Geocoris,2
YF1P1Mock,Yerington,1,1,Sham,Spring,Anthocoridae,41
YF1P1Mock,Yerington,1,1,Sham,Spring,Coccinellidae,1
YF1P1Mock,Yerington,1,1,Sham,Spring,Ichneumonidae,29
YF1P1Mock,Yerington,1,1,Sham,Spring,Acyrthosiphon,22
YF1P1Mock,Yerington,1,1,Sham,Spring,Aphis,1
YF1P1Mock,Yerington,1,1,Sham,Spring,Therioaphis,0
YF1P1Mock,Yerington,1,1,Sham,Spring,Lygus,51
YF1P1Mock,Yerington,1,1,Sham,Spring,Thysanoptera,49
YF1P1Mock,Yerington,1,1,Sham,Spring,Other,90
YF1P1Mock,Yerington,1,1,Sham,Spring,AllAph,23
YF1P1Mock,Yerington,1,1,Sham,Spring,NonAcy,1
YF1P1FULL,Yerington,1,1,Full,Spring,Arachnida,1
YF1P1FULL,Yerington,1,1,Full,Spring,Nabis,1
YF1P1FULL,Yerington,1,1,Full,Spring,Geocoris,2
YF1P1FULL,Yerington,1,1,Full,Spring,Anthocoridae,18
YF1P1FULL,Yerington,1,1,Full,Spring,Coccinellidae,0
YF1P1FULL,Yerington,1,1,Full,Spring,Ichneumonidae,20
YF1P1FULL,Yerington,1,1,Full,Spring,Acyrthosiphon,12
YF1P1FULL,Yerington,1,1,Full,Spring,Aphis,0
YF1P1FULL,Yerington,1,1,Full,Spring,Therioaphis,0
YF1P1FULL,Yerington,1,1,Full,Spring,Lygus,20
YF1P1FULL,Yerington,1,1,Full,Spring,Thysanoptera,111
YF1P1FULL,Yerington,1,1,Full,Spring,Other,62
YF1P1FULL,Yerington,1,1,Full,Spring,AllAph,12
YF1P1FULL,Yerington,1,1,Full,Spring,NonAcy,0
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Arachnida,4
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Nabis,0
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Geocoris,3
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Anthocoridae,18
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Coccinellidae,5
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Ichneumonidae,24
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Acyrthosiphon,16
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Aphis,0
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Therioaphis,0
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Lygus,4
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Thysanoptera,70
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,Other,62
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,AllAph,16
YF2(YF1?)P2SHAM,Yerington,2,2,Sham,Spring,NonAcy,0
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Arachnida,1
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Nabis,0
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Geocoris,1
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Anthocoridae,16
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Coccinellidae,0
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Ichneumonidae,21
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Acyrthosiphon,62
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Aphis,1
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Therioaphis,0
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Lygus,0
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Thysanoptera,138
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,Other,29
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,AllAph,63
YF2(YF1?)P2FULL,Yerington,2,2,Full,Spring,NonAcy,1
YF1P3CONTROL,Yerington,1,3,Control,Spring,Arachnida,2
YF1P3CONTROL,Yerington,1,3,Control,Spring,Nabis,2
YF1P3CONTROL,Yerington,1,3,Control,Spring,Geocoris,7
YF1P3CONTROL,Yerington,1,3,Control,Spring,Anthocoridae,23
YF1P3CONTROL,Yerington,1,3,Control,Spring,Coccinellidae,5
YF1P3CONTROL,Yerington,1,3,Control,Spring,Ichneumonidae,91
YF1P3CONTROL,Yerington,1,3,Control,Spring,Acyrthosiphon,8
YF1P3CONTROL,Yerington,1,3,Control,Spring,Aphis,0
YF1P3CONTROL,Yerington,1,3,Control,Spring,Therioaphis,0
YF1P3CONTROL,Yerington,1,3,Control,Spring,Lygus,49
YF1P3CONTROL,Yerington,1,3,Control,Spring,Thysanoptera,159
YF1P3CONTROL,Yerington,1,3,Control,Spring,Other,120
YF1P3CONTROL,Yerington,1,3,Control,Spring,AllAph,8
YF1P3CONTROL,Yerington,1,3,Control,Spring,NonAcy,0
YF1P3SHAM,Yerington,1,3,Sham,Spring,Arachnida,2
YF1P3SHAM,Yerington,1,3,Sham,Spring,Nabis,2
YF1P3SHAM,Yerington,1,3,Sham,Spring,Geocoris,2
YF1P3SHAM,Yerington,1,3,Sham,Spring,Anthocoridae,22
YF1P3SHAM,Yerington,1,3,Sham,Spring,Coccinellidae,4
YF1P3SHAM,Yerington,1,3,Sham,Spring,Ichneumonidae,95
YF1P3SHAM,Yerington,1,3,Sham,Spring,Acyrthosiphon,10
YF1P3SHAM,Yerington,1,3,Sham,Spring,Aphis,1
YF1P3SHAM,Yerington,1,3,Sham,Spring,Therioaphis,0
YF1P3SHAM,Yerington,1,3,Sham,Spring,Lygus,48
YF1P3SHAM,Yerington,1,3,Sham,Spring,Thysanoptera,235
YF1P3SHAM,Yerington,1,3,Sham,Spring,Other,122
YF1P3SHAM,Yerington,1,3,Sham,Spring,AllAph,11
YF1P3SHAM,Yerington,1,3,Sham,Spring,NonAcy,1
YF1P3Full,Yerington,1,3,Full,Spring,Arachnida,3
YF1P3Full,Yerington,1,3,Full,Spring,Nabis,0
YF1P3Full,Yerington,1,3,Full,Spring,Geocoris,1
YF1P3Full,Yerington,1,3,Full,Spring,Anthocoridae,12
YF1P3Full,Yerington,1,3,Full,Spring,Coccinellidae,1
YF1P3Full,Yerington,1,3,Full,Spring,Ichneumonidae,172
YF1P3Full,Yerington,1,3,Full,Spring,Acyrthosiphon,1
YF1P3Full,Yerington,1,3,Full,Spring,Aphis,0
YF1P3Full,Yerington,1,3,Full,Spring,Therioaphis,0
YF1P3Full,Yerington,1,3,Full,Spring,Lygus,77
YF1P3Full,Yerington,1,3,Full,Spring,Thysanoptera,330
YF1P3Full,Yerington,1,3,Full,Spring,Other,187
YF1P3Full,Yerington,1,3,Full,Spring,AllAph,1
YF1P3Full,Yerington,1,3,Full,Spring,NonAcy,0
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Arachnida,0
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Nabis,0
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Geocoris,3
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Anthocoridae,11
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Coccinellidae,3
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Ichneumonidae,74
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Acyrthosiphon,0
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Aphis,0
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Therioaphis,0
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Lygus,18
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Thysanoptera,189
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,Other,328
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,AllAph,0
YF2(YF1?)P2FULL,Yerington,1,2,Full,Spring,NonAcy,0
YF2P1CONT,Yerington,2,1,Control,Spring,Arachnida,2
YF2P1CONT,Yerington,2,1,Control,Spring,Nabis,1
YF2P1CONT,Yerington,2,1,Control,Spring,Geocoris,7
YF2P1CONT,Yerington,2,1,Control,Spring,Anthocoridae,10
YF2P1CONT,Yerington,2,1,Control,Spring,Coccinellidae,5
YF2P1CONT,Yerington,2,1,Control,Spring,Ichneumonidae,16
YF2P1CONT,Yerington,2,1,Control,Spring,Acyrthosiphon,20
YF2P1CONT,Yerington,2,1,Control,Spring,Aphis,0
YF2P1CONT,Yerington,2,1,Control,Spring,Therioaphis,0
YF2P1CONT,Yerington,2,1,Control,Spring,Lygus,6
YF2P1CONT,Yerington,2,1,Control,Spring,Thysanoptera,87
YF2P1CONT,Yerington,2,1,Control,Spring,Other,112
YF2P1CONT,Yerington,2,1,Control,Spring,AllAph,20
YF2P1CONT,Yerington,2,1,Control,Spring,NonAcy,0
YF2P1SHAM,Yerington,2,1,Sham,Spring,Arachnida,1
YF2P1SHAM,Yerington,2,1,Sham,Spring,Nabis,3
YF2P1SHAM,Yerington,2,1,Sham,Spring,Geocoris,2
YF2P1SHAM,Yerington,2,1,Sham,Spring,Anthocoridae,18
YF2P1SHAM,Yerington,2,1,Sham,Spring,Coccinellidae,10
YF2P1SHAM,Yerington,2,1,Sham,Spring,Ichneumonidae,27
YF2P1SHAM,Yerington,2,1,Sham,Spring,Acyrthosiphon,26
YF2P1SHAM,Yerington,2,1,Sham,Spring,Aphis,0
YF2P1SHAM,Yerington,2,1,Sham,Spring,Therioaphis,0
YF2P1SHAM,Yerington,2,1,Sham,Spring,Lygus,9
YF2P1SHAM,Yerington,2,1,Sham,Spring,Thysanoptera,34
YF2P1SHAM,Yerington,2,1,Sham,Spring,Other,105
YF2P1SHAM,Yerington,2,1,Sham,Spring,AllAph,26
YF2P1SHAM,Yerington,2,1,Sham,Spring,NonAcy,0
YF3P1Control,Yerington,3,1,Control,Spring,Arachnida,1
YF3P1Control,Yerington,3,1,Control,Spring,Nabis,0
YF3P1Control,Yerington,3,1,Control,Spring,Geocoris,3
YF3P1Control,Yerington,3,1,Control,Spring,Anthocoridae,6
YF3P1Control,Yerington,3,1,Control,Spring,Coccinellidae,6
YF3P1Control,Yerington,3,1,Control,Spring,Ichneumonidae,2
YF3P1Control,Yerington,3,1,Control,Spring,Acyrthosiphon,19
YF3P1Control,Yerington,3,1,Control,Spring,Aphis,1
YF3P1Control,Yerington,3,1,Control,Spring,Therioaphis,0
YF3P1Control,Yerington,3,1,Control,Spring,Lygus,12
YF3P1Control,Yerington,3,1,Control,Spring,Thysanoptera,62
YF3P1Control,Yerington,3,1,Control,Spring,Other,42
YF3P1Control,Yerington,3,1,Control,Spring,AllAph,20
YF3P1Control,Yerington,3,1,Control,Spring,NonAcy,1
YF3P3SHAM,Yerington,3,3,Sham,Spring,Arachnida,0
YF3P3SHAM,Yerington,3,3,Sham,Spring,Nabis,0
YF3P3SHAM,Yerington,3,3,Sham,Spring,Geocoris,5
YF3P3SHAM,Yerington,3,3,Sham,Spring,Anthocoridae,6
YF3P3SHAM,Yerington,3,3,Sham,Spring,Coccinellidae,5
YF3P3SHAM,Yerington,3,3,Sham,Spring,Ichneumonidae,6
YF3P3SHAM,Yerington,3,3,Sham,Spring,Acyrthosiphon,11
YF3P3SHAM,Yerington,3,3,Sham,Spring,Aphis,0
YF3P3SHAM,Yerington,3,3,Sham,Spring,Therioaphis,0
YF3P3SHAM,Yerington,3,3,Sham,Spring,Lygus,20
YF3P3SHAM,Yerington,3,3,Sham,Spring,Thysanoptera,64
YF3P3SHAM,Yerington,3,3,Sham,Spring,Other,23
YF3P3SHAM,Yerington,3,3,Sham,Spring,AllAph,11
YF3P3SHAM,Yerington,3,3,Sham,Spring,NonAcy,0
YF2P3CONT,Yerington,2,3,Control,Spring,Arachnida,2
YF2P3CONT,Yerington,2,3,Control,Spring,Nabis,0
YF2P3CONT,Yerington,2,3,Control,Spring,Geocoris,2
YF2P3CONT,Yerington,2,3,Control,Spring,Anthocoridae,13
YF2P3CONT,Yerington,2,3,Control,Spring,Coccinellidae,2
YF2P3CONT,Yerington,2,3,Control,Spring,Ichneumonidae,47
YF2P3CONT,Yerington,2,3,Control,Spring,Acyrthosiphon,27
YF2P3CONT,Yerington,2,3,Control,Spring,Aphis,0
YF2P3CONT,Yerington,2,3,Control,Spring,Therioaphis,0
YF2P3CONT,Yerington,2,3,Control,Spring,Lygus,18
YF2P3CONT,Yerington,2,3,Control,Spring,Thysanoptera,39
YF2P3CONT,Yerington,2,3,Control,Spring,Other,96
YF2P3CONT,Yerington,2,3,Control,Spring,AllAph,27
YF2P3CONT,Yerington,2,3,Control,Spring,NonAcy,0
YF2P2CONT,Yerington,2,2,Control,Spring,Arachnida,1
YF2P2CONT,Yerington,2,2,Control,Spring,Nabis,0
YF2P2CONT,Yerington,2,2,Control,Spring,Geocoris,4
YF2P2CONT,Yerington,2,2,Control,Spring,Anthocoridae,16
YF2P2CONT,Yerington,2,2,Control,Spring,Coccinellidae,3
YF2P2CONT,Yerington,2,2,Control,Spring,Ichneumonidae,24
YF2P2CONT,Yerington,2,2,Control,Spring,Acyrthosiphon,46
YF2P2CONT,Yerington,2,2,Control,Spring,Aphis,39
YF2P2CONT,Yerington,2,2,Control,Spring,Therioaphis,0
YF2P2CONT,Yerington,2,2,Control,Spring,Lygus,7
YF2P2CONT,Yerington,2,2,Control,Spring,Thysanoptera,64
YF2P2CONT,Yerington,2,2,Control,Spring,Other,80
YF2P2CONT,Yerington,2,2,Control,Spring,AllAph,85
YF2P2CONT,Yerington,2,2,Control,Spring,NonAcy,39
YF2P1FULL,Yerington,2,1,Full,Spring,Arachnida,2
YF2P1FULL,Yerington,2,1,Full,Spring,Nabis,0
YF2P1FULL,Yerington,2,1,Full,Spring,Geocoris,0
YF2P1FULL,Yerington,2,1,Full,Spring,Anthocoridae,11
YF2P1FULL,Yerington,2,1,Full,Spring,Coccinellidae,1
YF2P1FULL,Yerington,2,1,Full,Spring,Ichneumonidae,10
YF2P1FULL,Yerington,2,1,Full,Spring,Acyrthosiphon,31
YF2P1FULL,Yerington,2,1,Full,Spring,Aphis,0
YF2P1FULL,Yerington,2,1,Full,Spring,Therioaphis,0
YF2P1FULL,Yerington,2,1,Full,Spring,Lygus,4
YF2P1FULL,Yerington,2,1,Full,Spring,Thysanoptera,17
YF2P1FULL,Yerington,2,1,Full,Spring,Other,29
YF2P1FULL,Yerington,2,1,Full,Spring,AllAph,31
YF2P1FULL,Yerington,2,1,Full,Spring,NonAcy,0
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Arachnida,2
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Nabis,0
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Geocoris,7
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Anthocoridae,20
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Coccinellidae,0
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Ichneumonidae,42
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Acyrthosiphon,4
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Aphis,0
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Therioaphis,0
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Lygus,23
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Thysanoptera,192
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,Other,138
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,AllAph,4
YF2(YF1?)P2SHAM,Yerington,1,2,Sham,Spring,NonAcy,0
YF2P3Full,Yerington,2,3,Full,Spring,Arachnida,1
YF2P3Full,Yerington,2,3,Full,Spring,Nabis,0
YF2P3Full,Yerington,2,3,Full,Spring,Geocoris,5
YF2P3Full,Yerington,2,3,Full,Spring,Anthocoridae,8
YF2P3Full,Yerington,2,3,Full,Spring,Coccinellidae,3
YF2P3Full,Yerington,2,3,Full,Spring,Ichneumonidae,30
YF2P3Full,Yerington,2,3,Full,Spring,Acyrthosiphon,53
YF2P3Full,Yerington,2,3,Full,Spring,Aphis,0
YF2P3Full,Yerington,2,3,Full,Spring,Therioaphis,0
YF2P3Full,Yerington,2,3,Full,Spring,Lygus,5
YF2P3Full,Yerington,2,3,Full,Spring,Thysanoptera,51
YF2P3Full,Yerington,2,3,Full,Spring,Other,23
YF2P3Full,Yerington,2,3,Full,Spring,AllAph,53
YF2P3Full,Yerington,2,3,Full,Spring,NonAcy,0
YF2P3SHAM,Yerington,2,3,Sham,Spring,Arachnida,1
YF2P3SHAM,Yerington,2,3,Sham,Spring,Nabis,0
YF2P3SHAM,Yerington,2,3,Sham,Spring,Geocoris,4
YF2P3SHAM,Yerington,2,3,Sham,Spring,Anthocoridae,11
YF2P3SHAM,Yerington,2,3,Sham,Spring,Coccinellidae,3
YF2P3SHAM,Yerington,2,3,Sham,Spring,Ichneumonidae,35
YF2P3SHAM,Yerington,2,3,Sham,Spring,Acyrthosiphon,38
YF2P3SHAM,Yerington,2,3,Sham,Spring,Aphis,1
YF2P3SHAM,Yerington,2,3,Sham,Spring,Therioaphis,0
YF2P3SHAM,Yerington,2,3,Sham,Spring,Lygus,16
YF2P3SHAM,Yerington,2,3,Sham,Spring,Thysanoptera,25
YF2P3SHAM,Yerington,2,3,Sham,Spring,Other,114
YF2P3SHAM,Yerington,2,3,Sham,Spring,AllAph,39
YF2P3SHAM,Yerington,2,3,Sham,Spring,NonAcy,1
YF3P3Full,Yerington,3,3,Full,Spring,Arachnida,0
YF3P3Full,Yerington,3,3,Full,Spring,Nabis,0
YF3P3Full,Yerington,3,3,Full,Spring,Geocoris,7
YF3P3Full,Yerington,3,3,Full,Spring,Anthocoridae,8
YF3P3Full,Yerington,3,3,Full,Spring,Coccinellidae,2
YF3P3Full,Yerington,3,3,Full,Spring,Ichneumonidae,6
YF3P3Full,Yerington,3,3,Full,Spring,Acyrthosiphon,24
YF3P3Full,Yerington,3,3,Full,Spring,Aphis,0
YF3P3Full,Yerington,3,3,Full,Spring,Therioaphis,0
YF3P3Full,Yerington,3,3,Full,Spring,Lygus,15
YF3P3Full,Yerington,3,3,Full,Spring,Thysanoptera,4
YF3P3Full,Yerington,3,3,Full,Spring,Other,1
YF3P3Full,Yerington,3,3,Full,Spring,AllAph,24
YF3P3Full,Yerington,3,3,Full,Spring,NonAcy,0
YF3P1SHAM,Yerington,3,1,Sham,Spring,Arachnida,2
YF3P1SHAM,Yerington,3,1,Sham,Spring,Nabis,0
YF3P1SHAM,Yerington,3,1,Sham,Spring,Geocoris,5
YF3P1SHAM,Yerington,3,1,Sham,Spring,Anthocoridae,14
YF3P1SHAM,Yerington,3,1,Sham,Spring,Coccinellidae,4
YF3P1SHAM,Yerington,3,1,Sham,Spring,Ichneumonidae,2
YF3P1SHAM,Yerington,3,1,Sham,Spring,Acyrthosiphon,26
YF3P1SHAM,Yerington,3,1,Sham,Spring,Aphis,0
YF3P1SHAM,Yerington,3,1,Sham,Spring,Therioaphis,0
YF3P1SHAM,Yerington,3,1,Sham,Spring,Lygus,16
YF3P1SHAM,Yerington,3,1,Sham,Spring,Thysanoptera,33
YF3P1SHAM,Yerington,3,1,Sham,Spring,Other,60
YF3P1SHAM,Yerington,3,1,Sham,Spring,AllAph,26
YF3P1SHAM,Yerington,3,1,Sham,Spring,NonAcy,0
YF3P1FULL,Yerington,3,1,Full,Spring,Arachnida,4
YF3P1FULL,Yerington,3,1,Full,Spring,Nabis,0
YF3P1FULL,Yerington,3,1,Full,Spring,Geocoris,3
YF3P1FULL,Yerington,3,1,Full,Spring,Anthocoridae,11
YF3P1FULL,Yerington,3,1,Full,Spring,Coccinellidae,1
YF3P1FULL,Yerington,3,1,Full,Spring,Ichneumonidae,2
YF3P1FULL,Yerington,3,1,Full,Spring,Acyrthosiphon,20
YF3P1FULL,Yerington,3,1,Full,Spring,Aphis,0
YF3P1FULL,Yerington,3,1,Full,Spring,Therioaphis,0
YF3P1FULL,Yerington,3,1,Full,Spring,Lygus,4
YF3P1FULL,Yerington,3,1,Full,Spring,Thysanoptera,62
YF3P1FULL,Yerington,3,1,Full,Spring,Other,31
YF3P1FULL,Yerington,3,1,Full,Spring,AllAph,20
YF3P1FULL,Yerington,3,1,Full,Spring,NonAcy,0
YF3P2CONT,Yerington,3,2,Control,Spring,Arachnida,0
YF3P2CONT,Yerington,3,2,Control,Spring,Nabis,0
YF3P2CONT,Yerington,3,2,Control,Spring,Geocoris,2
YF3P2CONT,Yerington,3,2,Control,Spring,Anthocoridae,1
YF3P2CONT,Yerington,3,2,Control,Spring,Coccinellidae,1
YF3P2CONT,Yerington,3,2,Control,Spring,Ichneumonidae,3
YF3P2CONT,Yerington,3,2,Control,Spring,Acyrthosiphon,15
YF3P2CONT,Yerington,3,2,Control,Spring,Aphis,0
YF3P2CONT,Yerington,3,2,Control,Spring,Therioaphis,0
YF3P2CONT,Yerington,3,2,Control,Spring,Lygus,7
YF3P2CONT,Yerington,3,2,Control,Spring,Thysanoptera,24
YF3P2CONT,Yerington,3,2,Control,Spring,Other,6
YF3P2CONT,Yerington,3,2,Control,Spring,AllAph,15
YF3P2CONT,Yerington,3,2,Control,Spring,NonAcy,0
YF3P2SHAM,Yerington,3,2,Sham,Spring,Arachnida,3
YF3P2SHAM,Yerington,3,2,Sham,Spring,Nabis,0
YF3P2SHAM,Yerington,3,2,Sham,Spring,Geocoris,2
YF3P2SHAM,Yerington,3,2,Sham,Spring,Anthocoridae,5
YF3P2SHAM,Yerington,3,2,Sham,Spring,Coccinellidae,3
YF3P2SHAM,Yerington,3,2,Sham,Spring,Ichneumonidae,4
YF3P2SHAM,Yerington,3,2,Sham,Spring,Acyrthosiphon,27
YF3P2SHAM,Yerington,3,2,Sham,Spring,Aphis,0
YF3P2SHAM,Yerington,3,2,Sham,Spring,Therioaphis,0
YF3P2SHAM,Yerington,3,2,Sham,Spring,Lygus,15
YF3P2SHAM,Yerington,3,2,Sham,Spring,Thysanoptera,14
