survey_date,observers,site,waypoint,species,count,cover,notes,key1,key2
2021-09-11,"SA, AC, SC",Yerington,18,BASC5,1,35,cornfield,,
2021-09-11,"SA, AC, SC",Yerington,18,ZEMA,7,3,cornfield,,
2021-09-11,"SA, AC, SC",Yerington,18,POOL,3,2,,,
2021-09-11,"SA, AC, SC",Yerington,18,FLFORB2,1,1,,,
2021-09-11,"SA, AC, SC",Yerington,21,FYGRASS1,45,40,straw field,,
2021-09-11,"SA, AC, SC",Yerington,21,FYGRASS2,10,5,,,
2021-09-11,"SA, AC, SC",Yerington,21,FYGRASS3,5,5,,,
2021-09-11,"SA, AC, SC",Yerington,19,BASC5,1,3,straw field,,
2021-09-11,"SA, AC, SC",Yerington,19,AVSA,3,3,,,
2021-09-11,"SA, AC, SC",Yerington,17,POOL,1,2,roadside,,
2021-09-11,"SA, AC, SC",Yerington,20,FYGRASS4,1,1,straw field,,
2021-09-11,"SA, AC, SC",Yerington,20,FYGRASS3,4,5,,,
2021-09-11,"SA, AC, SC",Yerington,20,FYGRASS2,12,5,,,
2021-09-11,"SA, AC, SC",Yerington,22,MESA,40,95,alfalfa field,,
2021-09-11,"SA, AC, SC",Yerington,22,TEOF,1,1,,,
2021-09-02,"SA, AC, SC",Minden,1,,,,fallow field/bare soil,,
2021-09-02,"SA, AC, SC",Minden,2,COAR4,2,2,fallow field,,
2021-09-02,"SA, AC, SC",Minden,2,POOL,4,2,,,
2021-09-02,"SA, AC, SC",Minden,2,FMUNK1,5,3,,,
2021-09-02,"SA, AC, SC",Minden,2,AMRE,1,2,,,
2021-09-02,"SA, AC, SC",Minden,2,MAPA5,1,1,,,
2021-09-02,"SA, AC, SC",Minden,3,DYBO,1,1,,,
2021-09-02,"SA, AC, SC",Minden,4,POOL,20,50,fallow field,,
2021-09-02,"SA, AC, SC",Minden,4,BASC5,2,3,margin,,
2021-09-02,"SA, AC, SC",Minden,5,POOL,16,65,margin,,
2021-09-02,"SA, AC, SC",Minden,5,TRTE,2,2,margin,,
2021-09-02,"SA, AC, SC",Minden,6,POOL,11,5,,,
2021-09-02,"SA, AC, SC",Minden,6,COAR4,2,1,,,
2021-09-02,"SA, AC, SC",Minden,6,ATCO,1,1,,,
2021-09-02,"SA, AC, SC",Minden,7,,,,bare soil,,
2021-09-02,"SA, AC, SC",Minden,8,,,,bare soil,,
2021-09-02,"SA, AC, SC",Minden,9,,,,bare soil/dead vegetation,,
2021-09-02,"SA, AC, SC",Minden,10,POOL,3,2,margin,,
2021-09-02,"SA, AC, SC",Minden,10,EQAR4,31,15,,,
2021-09-02,"SA, AC, SC",Minden,10,POLA4,2,5,,,
2021-09-02,"SA, AC, SC",Minden,10,ECCR,1,1,,,
2021-09-02,"SA, AC, SC",Minden,10,PACA6,1,2,,,
2021-09-02,"SA, AC, SC",Minden,10,TAOF,5,2,,,
2021-09-02,"SA, AC, SC",Minden,10,FMGRASS3,3,2,,,
2021-09-02,"SA, AC, SC",Minden,10,FMUNK2,2,2,,,
2021-09-02,"SA, AC, SC",Minden,10,FMUNK3,1,1,,,
2021-09-02,"SA, AC, SC",Minden,10,BIFR,1,1,,,
2021-09-02,"SA, AC, SC",Minden,11,,,,bare soil,,
2021-09-02,"SA, AC, SC",Minden,12,,,,bare soil,,
2021-09-02,"SA, AC, SC",Minden,13,,,,bare soil,,
2021-09-02,"SA, AC, SC",Minden,14,,,,,,
2021-09-02,"SA, AC, SC",Minden,15,GRASSM2,16,85,yellow grass,,
2021-09-02,"SA, AC, SC",Minden,16,,,,blocked gate,,
2021-09-02,"SA, AC, SC",Minden,17,EQAR4,13,15,margin,,
2021-09-02,"SA, AC, SC",Minden,17,BIFR,2,5,,,
2021-09-02,"SA, AC, SC",Minden,17,SIAL2,1,1,,,
2021-09-02,"SA, AC, SC",Minden,17,POOL,3,1,,,
2021-09-02,"SA, AC, SC",Minden,17,PACA6,1,1,,,
2021-09-02,"SA, AC, SC",Minden,18,BIFR,4,5,margin,,
2021-09-02,"SA, AC, SC",Minden,18,EQLA,650,50,,,
2021-09-02,"SA, AC, SC",Minden,18,LASE,2,3,,,
2021-09-02,"SA, AC, SC",Minden,18,MEAR4,10,5,,,
2021-09-02,"SA, AC, SC",Minden,18,FMGRASS4,2,1,,,
2021-09-02,"SA, AC, SC",Minden,18,EPBR3,3,3,,,
2021-09-02,"SA, AC, SC",Minden,18,ELEL5,1,1,,,
2021-09-02,"SA, AC, SC",Minden,18,FMGRASS5,5,10,,,
2021-09-02,"SA, AC, SC",Minden,18,FMUNK4,3,2,,,
2021-09-02,"SA, AC, SC",Minden,18,BRTE,30,5,,,
2021-09-02,"SA, AC, SC",Minden,18,FMUNK3,16,10,,,
2021-09-02,"SA, AC, SC",Minden,19,BASC5,1,4,roadside,,
2021-09-02,"SA, AC, SC",Minden,20,MESA,46,55,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,20,AMRE,16,15,,,
2021-09-02,"SA, AC, SC",Minden,20,TRTE,3,1,,,
2021-09-02,"SA, AC, SC",Minden,21,MESA,2,5,margin,,
2021-09-02,"SA, AC, SC",Minden,21,ERCE6,7,3,,,
2021-09-02,"SA, AC, SC",Minden,21,FMGRASS6,2,1,,,
2021-09-02,"SA, AC, SC",Minden,22,MESA,20,50,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,22,POOL,10,30,,,
2021-09-02,"SA, AC, SC",Minden,22,AMRE,5,3,,,
2021-09-02,"SA, AC, SC",Minden,22,FMUNK1,1,1,,,
2021-09-02,"SA, AC, SC",Minden,23,MESA,60,70,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,23,TEOF,5,2,,,
2021-09-02,"SA, AC, SC",Minden,23,COAR4,1,1,,,
2021-09-02,"SA, AC, SC",Minden,23,FMGRASS7,1,3,,,
2021-09-02,"SA, AC, SC",Minden,24,ERCE6,1,1,margin,,
2021-09-02,"SA, AC, SC",Minden,24,MESA,3,4,,,
2021-09-02,"SA, AC, SC",Minden,25,MAPA5,29,15,margin,,
2021-09-02,"SA, AC, SC",Minden,25,ERCE6,1,1,,,
2021-09-02,"SA, AC, SC",Minden,25,TEOF,2,2,,,
2021-09-02,"SA, AC, SC",Minden,25,MESA,1,3,,,
2021-09-02,"SA, AC, SC",Minden,25,PACA6,4,5,,,
2021-09-02,"SA, AC, SC",Minden,25,AMRE,1,1,,,
2021-09-02,"SA, AC, SC",Minden,26,MESA,45,95,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,27,AMRE,1,2,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,27,MESA,32,50,,,
2021-09-02,"SA, AC, SC",Minden,28,MESA,5,5,margin,,
2021-09-02,"SA, AC, SC",Minden,28,PACA6,3,1,,,
2021-09-02,"SA, AC, SC",Minden,28,BASC5,5,15,,,
2021-09-02,"SA, AC, SC",Minden,28,FMGRASS8,8,5,,,
2021-09-02,"SA, AC, SC",Minden,28,FMGRASS9,3,15,,,
2021-09-02,"SA, AC, SC",Minden,28,ERCE6,1,1,,,
2021-09-02,"SA, AC, SC",Minden,28,POOL,1,1,,,
2021-09-02,"SA, AC, SC",Minden,28,FMGRASS10,15,20,,,
2021-09-02,"SA, AC, SC",Minden,29,MESA,3,5,margin,,
2021-09-02,"SA, AC, SC",Minden,29,BASC5,7,5,,,
2021-09-02,"SA, AC, SC",Minden,29,MAPA5,4,5,,,
2021-09-02,"SA, AC, SC",Minden,29,FMGRASS8,3,5,,,
2021-09-02,"SA, AC, SC",Minden,30,MAPA5,1,1,,,
2021-09-02,"SA, AC, SC",Minden,30,FMGRASS8,30,5,,,
2021-09-02,"SA, AC, SC",Minden,30,AMRE,1,2,,,
2021-09-02,"SA, AC, SC",Minden,34,,,,harvested rye,,
2021-09-02,"SA, AC, SC",Minden,35,MESA,40,95,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,36,MESA,40,95,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,37,AMTE3,2,1,margin,,
2021-09-02,"SA, AC, SC",Minden,37,SIAL2,2,1,,,
2021-09-02,"SA, AC, SC",Minden,37,BRTE,150,15,,,
2021-09-02,"SA, AC, SC",Minden,37,SATR12,2,5,,,
2021-09-02,"SA, AC, SC",Minden,38,SATR12,1,10,margin,,
2021-09-02,"SA, AC, SC",Minden,38,AMAC2,2,15,,,
2021-09-02,"SA, AC, SC",Minden,39,MESA,40,90,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,39,FMGRASS8,14,5,,,
2021-09-02,"SA, AC, SC",Minden,39,AMRE,1,1,,,
2021-09-02,"SA, AC, SC",Minden,40,MESA,40,90,margin,,
2021-09-02,"SA, AC, SC",Minden,41,SATR12,3,2,,,
2021-09-02,"SA, AC, SC",Minden,41,BASC5,2,2,,,
2021-09-02,"SA, AC, SC",Minden,41,MESA,5,30,,,
2021-09-02,"SA, AC, SC",Minden,41,FMGRASS8,4,3,,,
2021-09-02,"SA, AC, SC",Minden,42,MESA,40,90,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,42,AMRE,1,1,,,
2021-09-02,"SA, AC, SC",Minden,43,AMRE,3,3,margin,,
2021-09-02,"SA, AC, SC",Minden,44,ARTR2,1,50,,,
2021-09-02,"SA, AC, SC",Minden,44,SAVE4,1,50,,,
2021-09-02,"SA, AC, SC",Minden,45,,,,bare soil,,
2021-09-02,"SA, AC, SC",Minden,46,,,,harvested oats,,
2021-09-02,"SA, AC, SC",Minden,47,MESA,30,75,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,48,,,,bare soil,,
2021-09-02,"SA, AC, SC",Minden,49,BRTE,120,10,sagebrush area,,
2021-09-02,"SA, AC, SC",Minden,49,DEPI,1,1,sagebrush area,,
2021-09-02,"SA, AC, SC",Minden,50,BRTE,75,10,sagebrush area,,
2021-09-02,"SA, AC, SC",Minden,50,SATR12,1,2,,,
2021-09-02,"SA, AC, SC",Minden,50,DEPI,1,1,,,
2021-09-02,"SA, AC, SC",Minden,51,MESA,35,85,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,51,AMRE,1,1,,,
2021-09-02,"SA, AC, SC",Minden,51,FMGRASS8,4,2,,,
2021-09-02,"SA, AC, SC",Minden,52,BRTE,60,1,sagebrush area,,
2021-09-02,"SA, AC, SC",Minden,52,ARTR2,1,20,,,
2021-09-02,"SA, AC, SC",Minden,52,SIAL2,1,1,,,
2021-09-02,"SA, AC, SC",Minden,53,MESA,20,50,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,53,AMRE,10,30,,,
2021-09-02,"SA, AC, SC",Minden,54,MESA,40,90,alfalfa field,,
2021-09-02,"SA, AC, SC",Minden,54,POOL,5,5,,,
2021-09-02,"SA, AC, SC",Minden,54,AMRE,1,1,,,
2021-09-02,"SA, AC, SC",Minden,54,FMUNK1,1,1,,,
